level,puzzle,answer
1,060910000800000030000500000403008006000000900000007500010000000090000000000004080,365912874829746135147583692453298716672351948981467523218639457794825361536174289
2,000100400000802000050090360002000009030040000000000008000000500000060000001209000,329156487674832915158794362462578139837941256915623748286317594793465821541289673
3,900060070001070400050409002006000300008000600190000084005040200040305008300010040,984261573231578496657439812576184329428793651193652784815946237749325168362817945
4,000000248008090700001058396080030900600802037000509680003025870800004020270081060,935167248468293751721458396582736914694812537317549682143625879856974123279381465
4,500000082001903705002000060100009208007384100860500490910738524345060079720405613,579146382681923745432857961154679238297384156863512497916738524345261879728495613
1,100008700250000090040031500010000470530000900009000005070150600400000310020700050,196528734253467198847931526612895473534672981789314265978153642465289317321746859
2,004000080000160000000050000010570000800000940000000030000000007003004000500000006,654937182392168574781452693419573268837216945265849731926385417173624859548791326
3,105000000900000000000300067000000100030700000000009500800001000020000004000600003,165974382973826451248315967459263178631758249782149536897431625326597814514682793
4,000000039000035702000800100004089200090140008500006010037000000280903000100070000,825761439961435782743892165314589276692147358578326914437258691286913547159674823
4,030000000090085060048000170500243097400078502020600841070536210256910380913004706,735461928192785463648392175581243697469178532327659841874536219256917384913824756
1,010608302020000050600900080900001820000007000270000093050000700380005600000000000,519648372428173956637952184965431827843297561271586493152369748384725619796814235
2,000708200080390000700050008009000850000400706800009010504001000270000005000020060,365718249482396571791254638649172853123485796857639412534861927276943185918527364
3,008140307000065180060800000015020000000603000000050702302510000000002000094076500,528149367739265184461837259915724638247683915683951742372518496156492873894376521
4,509380007700500000000000064600705003005030000020000605003000009080490000002007300,569384127714562938238971564691725483845639271327148695473256819186493752952817346
4,010040000800900000000060200681020000972003584305709000426197300130458607058236940,217345896863972415594861273681524739972613584345789162426197358139458627758236941
1,051000000002000000000300060000005000000000100900400070800910000300000046000002000,751846923632159487498327561173285694264793158985461372826914735319578246547632819
2,702008000000000000000000603030000000000002070964000000090600400100005000000000020,752368194643159782819274653237596841581432976964781235395627418128945367476813529
3,005000032100073040000600900000002003040001000000840000500060000006908100093000060,465189732129573846387624915651792483748351629932846571514267398276938154893415267
4,200070003080000902600008000700400850096200007001000020000030008920000100100006005,215679483387514962649328571732461859496285317851793624564132798923857146178946235
4,000706000000009430005008000068240001027060508013900004806092143209010785154073926,341726859682159437795438612968245371427361598513987264876592143239614785154873926
1,170000000000031450003008000000096210067000000800000600602010040014000302590203000,176425893289631457453978126345796218967182534821354679632817945714569382598243761
2,000000100050080000000000700900002000107000000000050083060000050000700000000900640,298674135756381294314529768935862471187493526642157983469218357523746819871935642
3,020000180000000090007035000006000003000008000000100000809000000000070002000060040,923647185645281397187935264516794823492358671738126459859412736364879512271563948
4,000002039045700000000000000006050400000000120300000000900003000001000500000000006,168542739245739681793186254826951473579364128314827965952613847631478592487295316
4,000009080060000003400010000004708002270395164050100800637541290042983010089672035,725439681861257943493816527914768352278395164356124879637541298542983716189672435
1,700600000230000000008000100000000000460070000000018500000000004005080000000000076,719623485234851697658947132583269741461375928927418563876192354345786219192534876
2,000007004000000803900005000100000090080430000000000700030080000000060000000009010,365817924217694853948325176153276498789431265624958731531782649492163587876549312
3,000000000000500408037000000000060070000000090400100000000000500006070030800004100,284916753961537428537842916358469271612758394479123685793681542146275839825394167
4,000000040000000860090300000000000000010700003008060200000903007001000000604000000,867512349123497865495386721749238156216754983358169274582943617971625438634871592
4,078200430400000000000050090706300819203090050001567240000601084369784520180925376,978216435435879162612453798756342819243198657891567243527631984369784521184925376
